lever_id,lever_label,activity_name,exchange_name,exchange_type,database,location,unit,formula,baseline_amount,scenario_amount,delta_amount,abs_delta_amount,relative_delta_pct,parameter_count_in_formula,label
packaging,Packaging +10%,Manchette acc mobile,plywood production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,mam_m_ply_pack,0.0112,0.01232,0.00112,0.00112,10.0,1,Manchette acc mobile / plywood production
packaging,Packaging +10%,Manchette equipee,plywood production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,mam_m_ply_pack,0.0112,0.01232,0.00112,0.00112,10.0,1,Manchette equipee / plywood production
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_pu_velcro,0.011,0.0121,0.0011,0.0011,10.0,1,"ENS Structure fauteuil / market for polyurethane, flexible foam"
polymer_textile,Polymere / textile +10%,Ensemble tetiere,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,m_pu_velcro,0.011,0.0121,0.0011,0.0011,10.0,1,"Ensemble tetiere / market for polyurethane, flexible foam"
electricity,Electricite process +10%,Manchette acc mobile,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,mam_elec_alu5086/3.6+mam_elec_alu/3.6+mam_elec_air_alu5086/3.6,0.010822222222,0.011904444444,0.001082222222,0.001082222222,10.0,3,"Manchette acc mobile / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble porte,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_m_pa66_nyl,0.0107,0.01177,0.00107,0.00107,10.0,1,Ensemble porte / market for nylon 6-6
end_of_life,Fin de vie / recyclage +10%,Stowage assemblé avec porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sto_eol_35NC+sto_eol_inox+sto_eol_acier,0.0103382,0.01137202,0.00103382,0.00103382,10.0,3,Stowage assemblé avec porte / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Stowage assemblé avec porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_acier-sto_eol_35NC-sto_eol_inox-sto_eol_acier+sto_m_35NC,0.1024518,0.10141798,-0.00103382,0.00103382,-1.0091,3,"Stowage assemblé avec porte / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Stowage assemblé avec porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sto_eol_35NC+sto_eol_inox+sto_eol_acier,0.0103382,0.01137202,0.00103382,0.00103382,10.0,3,Stowage assemblé avec porte / market for scrap steel
polymer_textile,Polymere / textile +10%,Accoudoir allee,market for nylon 6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,aa_m_pa6_ert,0.0103,0.01133,0.00103,0.00103,10.0,1,Accoudoir allee / market for nylon 6
steel_inox,Acier / inox +10%,Stowage assemblé avec porte,"steel production, chromium steel 18/8, hot rolled",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_inox,0.0102,0.01122,0.00102,0.00102,10.0,1,"Stowage assemblé avec porte / steel production, chromium steel 18/8, hot rolled"
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette repas,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,etr_inc_heat_nylon+etr_inc_heat_ert,0.01,0.011,0.001,0.001,10.0,2,"Ensemble tablette repas / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
packaging,Packaging +10%,Ceinture de securite,market for folding boxboard carton,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ceint_box_pack,0.01,0.011,0.001,0.001,10.0,1,Ceinture de securite / market for folding boxboard carton
steel_inox,Acier / inox +10%,Stowage assemblé avec porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sto_elec_alu2056/3.6+sto_elec_air_alu2056/3.6+sto_elec_alu2017/3.6+sto_elec_35NC / 3.6+sto_elec_inox/3.6+sto_elec_nylon/3.6+sto_elec_ert/3.6+sto_elec_sili/3.6+sto_elec_acier/3.6,6.317744444444,6.318736944444,0.0009925,0.0009925,0.0157,3,"Stowage assemblé avec porte / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble equipement lateral,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eel_eol_acier,0.00986,0.010846,0.000986,0.000986,10.0,1,Ensemble equipement lateral / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble equipement lateral,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-eel_eol_acier,-0.00986,-0.010846,-0.000986,0.000986,10.0,1,"Ensemble equipement lateral / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ensemble equipement lateral,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eel_eol_acier,0.00986,0.010846,0.000986,0.000986,10.0,1,Ensemble equipement lateral / market for scrap steel
steel_inox,Acier / inox +10%,Ensemble equipement lateral,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-eel_eol_acier,-0.00986,-0.010846,-0.000986,0.000986,10.0,1,"Ensemble equipement lateral / steel production, converter, low-alloyed"
end_of_life,Fin de vie / recyclage +10%,Ensemble tablette cocktail,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ETC_elec_nylon/3.6+ETC_inc_elec_nylon/ 3.6+etc_elec_acier/ 3.6+ETC_elec_al_2017/ 3.6+ETC_elec_al_2024/ 3.6+ETC_elec_inox/ 3.6,5.613955555556,5.614919444444,0.000963888889,0.000963888889,0.0172,1,"Ensemble tablette cocktail / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble palette optimisee,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,epo_inc_heat_nylon,0.00947,0.010417,0.000947,0.000947,10.0,1,"Ensemble palette optimisee / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
end_of_life,Fin de vie / recyclage +10%,Stowage assemblé avec porte,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,sto_inc_heat_nylon,0.00947,0.010417,0.000947,0.000947,10.0,1,"Stowage assemblé avec porte / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
polymer_textile,Polymere / textile +10%,Ensemble palette optimisee,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,epo_inc_heat_nylon,0.00947,0.010417,0.000947,0.000947,10.0,1,"Ensemble palette optimisee / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
polymer_textile,Polymere / textile +10%,Stowage assemblé avec porte,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,sto_inc_heat_nylon,0.00947,0.010417,0.000947,0.000947,10.0,1,"Stowage assemblé avec porte / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
steel_inox,Acier / inox +10%,Ensemble equipement lateral,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,eel_elec_alu5086/3.6+eel_elec_air_alu5086/3.6+eel_elec_acier/3.6+eel_elec_nylon/3.6+eel_elec_ert/3.6,0.560910833333,0.561796944444,0.000886111111,0.000886111111,0.158,1,"Ensemble equipement lateral / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Support manchette equipee,"compressed air production, 1000 kPa gauge, <30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,sme_air_alu5086,0.00886,0.009746,0.000886,0.000886,10.0,1,"Support manchette equipee / compressed air production, 1000 kPa gauge, <30kW, average generation"
polymer_textile,Polymere / textile +10%,Ensemble tablette repas,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,etr_inc_heat_nylon+etr_inc_heat_ert,0.01,0.01084,0.00084,0.00084,8.4,1,"Ensemble tablette repas / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
aluminium_material,Aluminium matiere +10%,Manchette acc mobile,"compressed air production, 1000 kPa gauge, <30kW, average generation",technosphere,ecoinvent-3.10-cutoff,RER,cubic meter,mam_air_alu5086,0.00795,0.008745,0.000795,0.000795,10.0,1,"Manchette acc mobile / compressed air production, 1000 kPa gauge, <30kW, average generation"
electricity,Electricite process +10%,Bumper version porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,bvp_elec_alu5086/3.6+bvp_elec_alli/3.6+bvp_elec_acier/3.6,0.007575,0.0083325,0.0007575,0.0007575,10.0,3,"Bumper version porte / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble stowage lateral,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esl_elec_alu5086/3.6+esl_elec_air_alu5086/3.6+esl_elec_acier/3.6+esl_elec_nylon/3.6+esl_elec_ert/3.6,0.045183333333,0.045933333333,0.00075,0.00075,1.6599,1,"Ensemble stowage lateral / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble tablette repas,market for nylon 6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,etr_m_pa6_ert,0.00721,0.007931,0.000721,0.000721,10.0,1,Ensemble tablette repas / market for nylon 6
end_of_life,Fin de vie / recyclage +10%,Support ecran assemble,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sea_eol_inox+sea_eol_acier,0.00707,0.007777,0.000707,0.000707,10.0,2,Support ecran assemble / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Support ecran assemble,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-sea_eol_inox-sea_eol_acier+sea_m_acier,0.05593,0.055223,-0.000707,0.000707,-1.2641,2,"Support ecran assemble / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Support ecran assemble,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,sea_eol_inox+sea_eol_acier,0.00707,0.007777,0.000707,0.000707,10.0,2,Support ecran assemble / market for scrap steel
polymer_textile,Polymere / textile +10%,Ensemble equipement lateral,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eel_m_pa66_nylon+eel_pa66_velours,0.00666,0.007326,0.000666,0.000666,10.0,2,Ensemble equipement lateral / market for nylon 6-6
end_of_life,Fin de vie / recyclage +10%,Structure Ottoman horizontale,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,soh_eol_acier,0.0066,0.00726,0.00066,0.00066,10.0,1,Structure Ottoman horizontale / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Structure Ottoman horizontale,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-soh_eol_acier+soh_m_acier,0.0666,0.06594,-0.00066,0.00066,-0.991,1,"Structure Ottoman horizontale / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Structure Ottoman horizontale,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,soh_eol_acier,0.0066,0.00726,0.00066,0.00066,10.0,1,Structure Ottoman horizontale / market for scrap steel
aluminium_material,Aluminium matiere +10%,Bumper version porte,"market for copper, cathode",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,bvp_m_cu_alli,0.00659,0.007249,0.000659,0.000659,10.0,1,"Bumper version porte / market for copper, cathode"
polymer_textile,Polymere / textile +10%,Ensemble coussin dossier version tetiere,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ecdvt_m_pa66_vel+ecdvt_m_pa66_velcro,0.0065,0.00715,0.00065,0.00065,10.0,2,Ensemble coussin dossier version tetiere / market for nylon 6-6
polymer_textile,Polymere / textile +10%,ENS Structure fauteuil,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,inc_nylon_SF/3.6+inc_f6_SF/3.6+inc_ertalon_SF/3.6,0.016416666667,0.017052777778,0.000636111111,0.000636111111,3.8748,2,"ENS Structure fauteuil / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
steel_inox,Acier / inox +10%,Support ecran assemble,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,sea_elec_alu2017/3.6+sea_elec_alu5086/3.6+sea_elec_air_alu5086/3.6+sea_elec_inox/3.6+sea_elec_acier/3.6,1.499411111111,1.500046666667,0.000635555556,0.000635555556,0.0424,2,"Support ecran assemble / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble structure fixe,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,esfi_inc_heat_nyl,0.00631,0.006941,0.000631,0.000631,10.0,1,"Ensemble structure fixe / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
polymer_textile,Polymere / textile +10%,Ensemble stowage lateral,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esl_m_pa66_nylon,0.00618,0.006798,0.000618,0.000618,10.0,1,Ensemble stowage lateral / market for nylon 6-6
steel_inox,Acier / inox +10%,Support manchette equipee,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sme_m_acier-sme_eol_acier,0.006009,0.0066099,0.0006009,0.0006009,10.0,2,"Support manchette equipee / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Structure Ottoman horizontale,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,soh_elec_alu508/3.6+soh_elec_acier/3.6+soh_elec_ert/3.6,0.297925,0.298516666667,0.000591666667,0.000591666667,0.1986,1,"Structure Ottoman horizontale / market for electricity, low voltage"
end_of_life,Fin de vie / recyclage +10%,Renfort tubulaire,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,RF_eol_acier,0.0058,0.00638,0.00058,0.00058,10.0,1,Renfort tubulaire / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Renfort tubulaire,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-RF_eol_acier+RF_m_steel,0.0572,0.05662,-0.00058,0.00058,-1.014,1,"Renfort tubulaire / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Renfort tubulaire,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,RF_eol_acier,0.0058,0.00638,0.00058,0.00058,10.0,1,Renfort tubulaire / market for scrap steel
steel_inox,Acier / inox +10%,Renfort tubulaire,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,RF_elec_alu6060/3.6+RF_elec_air_alu6060/3.6+RF_elec_alu5086/3.6+RF_elec_air_alu5086/3.6+RF_elec_acier/3.6,0.20675,0.207261111111,0.000511111111,0.000511111111,0.2472,1,"Renfort tubulaire / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Coussin tetiere,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,c_tet_m_pa66_vel+c_tet_m_pa66_velcro,0.005,0.0055,0.0005,0.0005,10.0,2,Coussin tetiere / market for nylon 6-6
end_of_life,Fin de vie / recyclage +10%,Ensemble porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eporte_eol_inox+eporte_eol_acier,0.004731,0.0052041,0.0004731,0.0004731,10.0,2,Ensemble porte / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-eporte_eol_inox+eporte_m_acier-eporte_eol_acier,0.042569,0.0420959,-0.0004731,0.0004731,-1.1114,2,"Ensemble porte / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Ensemble porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,eporte_eol_inox+eporte_eol_acier,0.004731,0.0052041,0.0004731,0.0004731,10.0,2,Ensemble porte / market for scrap steel
polymer_textile,Polymere / textile +10%,Ensemble tetiere,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,ET_elec_al_2017 / 3.6+ET_elec_al_2024 / 3.6+ET_elec_inox / 3.6+ET_elec_nylon / 3.6,0.0465,0.046938888889,0.000438888889,0.000438888889,0.9438,1,"Ensemble tetiere / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Ensemble porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,eporte_elec_alu/3.6+eporte_elec_inox/3.6+eporte_elec_acier/3.6+eporte_elec_nyl/3.6+eporte_elec_ert/3.6,0.630866666667,0.631292222222,0.000425555556,0.000425555556,0.0675,2,"Ensemble porte / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble equipement lateral,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eel_pu_velours,0.004,0.0044,0.0004,0.0004,10.0,1,"Ensemble equipement lateral / market for polyurethane, flexible foam"
packaging,Packaging +10%,Ensemble tablette cocktail,"fleece production, polyethylene",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ETC_m_pe_pack,0.00375,0.004125,0.000375,0.000375,10.0,1,"Ensemble tablette cocktail / fleece production, polyethylene"
end_of_life,Fin de vie / recyclage +10%,Ensemble stowage lateral,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,esl_eol_acier+esl_eol_15cd,0.00368,0.004048,0.000368,0.000368,10.0,2,Ensemble stowage lateral / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble stowage lateral,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-esl_eol_acier+esl_m_acier+esl_m_15cd-esl_eol_15cd,0.02538,0.025012,-0.000368,0.000368,-1.45,2,"Ensemble stowage lateral / steel production, converter, low-alloyed"
polymer_textile,Polymere / textile +10%,Ensemble tetiere,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,ET_m_pa66_nylon,0.00361,0.003971,0.000361,0.000361,10.0,1,Ensemble tetiere / market for nylon 6-6
end_of_life,Fin de vie / recyclage +10%,Bumper version porte,"market for aluminium, primary, ingot",technosphere,ecoinvent-3.10-cutoff,"IAI Area, EU27 & EFTA",kilogram,bvp_m_alu5086-bvp_eol_alu5086,0.02411,0.023751,-0.000359,0.000359,-1.489,1,"Bumper version porte / market for aluminium, primary, ingot"
end_of_life,Fin de vie / recyclage +10%,Bumper version porte,"treatment of aluminium scrap, new, at remelter",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,bvp_eol_alu5086,0.00359,0.003949,0.000359,0.000359,10.0,1,"Bumper version porte / treatment of aluminium scrap, new, at remelter"
electricity,Electricite process +10%,Ensemble structure fixe,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esfi_inc_elec_nyl,0.00354,0.003894,0.000354,0.000354,10.0,1,"Ensemble structure fixe / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
end_of_life,Fin de vie / recyclage +10%,Ensemble structure fixe,"electricity, from municipal waste incineration to generic market for electricity, medium voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,esfi_inc_elec_nyl,0.00354,0.003894,0.000354,0.000354,10.0,1,"Ensemble structure fixe / electricity, from municipal waste incineration to generic market for electricity, medium voltage"
polymer_textile,Polymere / textile +10%,Habillage sous fauteuil,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,hsf_m_pa66_velours,0.0035,0.00385,0.00035,0.00035,10.0,1,Habillage sous fauteuil / market for nylon 6-6
polymer_textile,Polymere / textile +10%,Habillage sous fauteuil,"market for polyurethane, flexible foam",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,hsf_m_pu_velours,0.0035,0.00385,0.00035,0.00035,10.0,1,"Habillage sous fauteuil / market for polyurethane, flexible foam"
packaging,Packaging +10%,Stowage assemblé avec porte,market for corrugated board box,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,sto_m_box_pack,0.00338,0.003718,0.000338,0.000338,10.0,1,Stowage assemblé avec porte / market for corrugated board box
steel_inox,Acier / inox +10%,Ensemble stowage lateral,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-esl_eol_acier+esl_m_acier+esl_m_15cd-esl_eol_15cd,0.02538,0.025716,0.000336,0.000336,1.3239,2,"Ensemble stowage lateral / steel production, converter, low-alloyed"
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"market for wire drawing, copper",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,-recy_cu_wire_dee,-0.00335,-0.003685,-0.000335,0.000335,10.0,1,"Recyclage siege / market for wire drawing, copper"
polymer_textile,Polymere / textile +10%,Ensemble equipement lateral,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,eel_elec_alu5086/3.6+eel_elec_air_alu5086/3.6+eel_elec_acier/3.6+eel_elec_nylon/3.6+eel_elec_ert/3.6,0.560910833333,0.561233055556,0.000322222222,0.000322222222,0.0574,1,"Ensemble equipement lateral / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble stowage lateral,nylon 6 production,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,esl_m_pa6_ert,0.00309,0.003399,0.000309,0.000309,10.0,1,Ensemble stowage lateral / nylon 6 production
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"market for 1,3-dichloropropene",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,-recy_chloro_plast,-0.003,-0.0033,-0.0003,0.0003,10.0,1,"Recyclage siege / market for 1,3-dichloropropene"
polymer_textile,Polymere / textile +10%,Manchette equipee,market for nylon 6-6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,me_m_pa66_vel,0.003,0.0033,0.0003,0.0003,10.0,1,Manchette equipee / market for nylon 6-6
polymer_textile,Polymere / textile +10%,Manchette equipee,"polyurethane production, flexible foam, TDI-based, low density",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,me_m_pu_vel,0.003,0.0033,0.0003,0.0003,10.0,1,"Manchette equipee / polyurethane production, flexible foam, TDI-based, low density"
end_of_life,Fin de vie / recyclage +10%,Habillage sous fauteuil,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,hsf_eol_acier,0.00268,0.002948,0.000268,0.000268,10.0,1,Habillage sous fauteuil / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Habillage sous fauteuil,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-hsf_eol_acier+hsf_m_acier,0.02712,0.026852,-0.000268,0.000268,-0.9882,1,"Habillage sous fauteuil / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Habillage sous fauteuil,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,hsf_eol_acier,0.00268,0.002948,0.000268,0.000268,10.0,1,Habillage sous fauteuil / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Ensemble porte,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,eporte_inc_heat_nyl,0.00246,0.002706,0.000246,0.000246,10.0,1,"Ensemble porte / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
electricity,Electricite process +10%,Habillage sous fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,hsf_elec_acier/3.6,0.002408333333,0.002649166667,0.000240833333,0.000240833333,10.0,1,"Habillage sous fauteuil / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Habillage sous fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,hsf_elec_air_alu5086/3.6+hsf_elec_acier/3.6,0.061852777778,0.062093611111,0.000240833333,0.000240833333,0.3894,1,"Habillage sous fauteuil / market for electricity, low voltage"
steel_inox,Acier / inox +10%,Habillage sous fauteuil,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,hsf_elec_acier/3.6,0.002408333333,0.002649166667,0.000240833333,0.000240833333,10.0,1,"Habillage sous fauteuil / market for electricity, low voltage"
aluminium_material,Aluminium matiere +10%,Bumper version porte,market for solvent for paint,technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,bvp_solv_alu5086,0.0024,0.00264,0.00024,0.00024,10.0,1,Bumper version porte / market for solvent for paint
end_of_life,Fin de vie / recyclage +10%,Bumper version porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,bvp_eol_acier,0.00238,0.002618,0.000238,0.000238,10.0,1,Bumper version porte / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Bumper version porte,"steel production, converter, low-alloyed",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,-bvp_eol_acier+bvp_m_steel_acier,0.02402,0.023782,-0.000238,0.000238,-0.9908,1,"Bumper version porte / steel production, converter, low-alloyed"
steel_inox,Acier / inox +10%,Bumper version porte,market for scrap steel,technosphere,ecoinvent-3.10-cutoff,Europe without Switzerland,kilogram,bvp_eol_acier,0.00238,0.002618,0.000238,0.000238,10.0,1,Bumper version porte / market for scrap steel
end_of_life,Fin de vie / recyclage +10%,Accoudoir allee,"heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas",technosphere,ecoinvent-3.10-cutoff,FR,megajoule,aa_inc_heat_ert,0.00237,0.002607,0.000237,0.000237,10.0,1,"Accoudoir allee / heat, from municipal waste incineration to generic market for heat district or industrial, other than natural gas"
packaging,Packaging +10%,Ensemble palette optimisee,"polyethylene production, low density, granulate",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,epo_m_pe_pack,0.00219,0.002409,0.000219,0.000219,10.0,1,"Ensemble palette optimisee / polyethylene production, low density, granulate"
packaging,Packaging +10%,Ensemble porte,"polyethylene production, low density, granulate",technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_pe_pack,0.00219,0.002409,0.000219,0.000219,10.0,1,"Ensemble porte / polyethylene production, low density, granulate"
steel_inox,Acier / inox +10%,Bumper version porte,"market for electricity, low voltage",technosphere,ecoinvent-3.10-cutoff,FR,kilowatt hour,bvp_elec_alu5086/3.6+bvp_elec_alli/3.6+bvp_elec_acier/3.6,0.007575,0.007788333333,0.000213333333,0.000213333333,2.8163,1,"Bumper version porte / market for electricity, low voltage"
polymer_textile,Polymere / textile +10%,Ensemble porte,market for nylon 6,technosphere,ecoinvent-3.10-cutoff,RER,kilogram,eporte_m_pa6_ert,0.00206,0.002266,0.000206,0.000206,10.0,1,Ensemble porte / market for nylon 6
end_of_life,Fin de vie / recyclage +10%,Recyclage siege,"market for solvent, organic",technosphere,ecoinvent-3.10-cutoff,GLO,kilogram,-recy_solv_plast,-0.002,-0.0022,-0.0002,0.0002,10.0,1,"Recyclage siege / market for solvent, organic"
