scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,63,Support écran,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
all,64,Support équipé,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
all,65,Support manchette équipée,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
all,66,Accoudoir allée,Alu,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],4,3,1,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,67,Ens. Palette optimisée,Alu,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],4,3,1,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,68,Ensemble porte,Alu,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],4,3,1,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,69,Ens. Structure fauteuil,A5086 - Aluminium,aluminium,complete_direct,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=ESPACE - internal machining/forming process > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=ESPACE - internal machining/forming process > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],ESPACE - internal machining/forming process [baseline_primary_assumed_internalized_process],ESPACE [baseline_primary],3,5,1,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,70,Manchette acc. Mobile,Alu,aluminium,complete_direct,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Aluminium Corporation of China / Chalco | Hindalco Industries | Rio Tinto Alma Works | Rio Tinto Fer et Titane > T3=Euralliage Ile de France | Aluminium France | thyssenkrupp Materials France > T2=SUMPAR - internal machining/forming process > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Aluminium Corporation of China / Chalco [baseline_primary],Euralliage Ile de France [baseline_primary],SUMPAR - internal machining/forming process [baseline_primary_assumed_internalized_process],SUMPAR [baseline_primary],4,3,1,6,T4 alternates=3; T3 alternates=2; T1 alternates=5; validate qualification/capacity/share before stress-test activation
all,71,Brackets set,cables FJKL1-3K1J01-01ATAB_BRACKETS-SET,electronics_cots,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Altec Etirage | thyssenkrupp Materials France | Aubert & Duval > T2=TE Connectivity - electronics routing/EMS package > T1=TE Connectivity | Honeywell Aerospace | Thales > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Altec Etirage | thyssenkrupp Materials France | Aubert & Duval > T2=TE Connectivity - electronics routing/EMS package > T1=TE Connectivity | Honeywell Aerospace | Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],TE Connectivity - electronics routing/EMS package [baseline_primary_assumed_electronics_process],TE Connectivity [baseline_primary_inferred_after_review],5,3,1,3,T4 alternates=4; T3 alternates=2; T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,72,Ens. Structure fauteuil,acier,steel,complete_direct,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel | Nucor Corp > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=SCHROTH Safety Products > T1=ESPACE | Groupe LAUAK | ETS Gattefin | AmSafe | J&C Aero | Anjou Aeronautique | MGA Villeneuve St Lot | Ancra International | TA Aerospace | SUMPAR | Groupe Segnere / SEGNERE Ade | Senior Aerospace Thailand | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | L&P Aerospace | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],SCHROTH Safety Products [baseline_primary],ESPACE [baseline_primary],5,4,1,17,T4 alternates=4; T3 alternates=3; T1 alternates=16; validate qualification/capacity/share before stress-test activation
all,73,SFCU (Seat Function Control Unit),Clavier,electronics_cots,complete_direct,T4=COTS electronics component market basket > T3=COTS electronics PCB/subassembly package > T2=e2ip technologies > T1=Thales > OEM=Safran Seats / Safran internal group,T4=COTS electronics component market basket > T3=COTS electronics PCB/subassembly package > T2=e2ip technologies > T1=Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,COTS electronics component market basket [baseline_primary_assumed_non_switchable_cots],COTS electronics PCB/subassembly package [baseline_primary_assumed_non_switchable_cots],e2ip technologies [baseline_primary],Thales [baseline_primary_assumed_program_supplier],1,1,1,1,single_or_unresolved
all,74,Commande actionnement ECU,Commande actionnement ECU,electronics_cots,complete_direct,T4=Saarstahl | Zijin Mining Group > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France > T2=Liebherr Aerospace - electronics routing/EMS package > T1=Liebherr Aerospace | Thales > OEM=Safran Seats / Safran internal group,T4=Saarstahl | Zijin Mining Group > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France > T2=Liebherr Aerospace - electronics routing/EMS package > T1=Liebherr Aerospace | Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Saarstahl [baseline_primary],Aurubis [baseline_primary],Liebherr Aerospace - electronics routing/EMS package [baseline_primary_assumed_electronics_process],Liebherr Aerospace [baseline_primary],2,3,1,2,T4 alternates=1; T3 alternates=2; T1 alternates=1; validate qualification/capacity/share before stress-test activation
all,75,bumper version porte,copolymere lexan fst simapro: extrusion et thermoformage,polymer_plastic,complete_direct,T4=SABIC > T3=SABIC LEXAN FST sheet production > T2=JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process > T1=JAMCO Aircraft Interiors - Niigata > OEM=Safran Seats / Safran internal group,T4=SABIC > T3=SABIC LEXAN FST sheet production > T2=JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process > T1=JAMCO Aircraft Interiors - Niigata > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,SABIC [baseline_primary],SABIC LEXAN FST sheet production [baseline_primary_assumed_material_processor],JAMCO Aircraft Interiors - Niigata - thermoforming/finishing process [baseline_primary_assumed_internalized_process],JAMCO Aircraft Interiors - Niigata [baseline_primary_assumed_program_supplier],1,1,1,1,single_or_unresolved
all,76,Manchette acc. Mobile,cuir,textile_leather,complete_direct,T4=Gruppo Mastrotto - hide/raw leather source assumption > T3=Gruppo Mastrotto > T2=Maison Fichet | MGR Foamtex Ltd > T1=MGA Villeneuve St Lot | ACH | Celso SAS > OEM=Safran Seats / Safran internal group,T4=Gruppo Mastrotto - hide/raw leather source assumption > T3=Gruppo Mastrotto > T2=Maison Fichet | MGR Foamtex Ltd > T1=MGA Villeneuve St Lot | ACH | Celso SAS > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Gruppo Mastrotto - hide/raw leather source assumption [baseline_primary_assumed_material_source],Gruppo Mastrotto [baseline_primary_inferred_after_review],Maison Fichet [baseline_primary],MGA Villeneuve St Lot [baseline_primary],1,1,2,3,T2 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,77,Manchette équipée,cuir,textile_leather,complete_direct,T4=Gruppo Mastrotto - hide/raw leather source assumption > T3=Gruppo Mastrotto > T2=Maison Fichet | MGR Foamtex Ltd > T1=MGA Villeneuve St Lot | ACH | Celso SAS > OEM=Safran Seats / Safran internal group,T4=Gruppo Mastrotto - hide/raw leather source assumption > T3=Gruppo Mastrotto > T2=Maison Fichet | MGR Foamtex Ltd > T1=MGA Villeneuve St Lot | ACH | Celso SAS > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Gruppo Mastrotto - hide/raw leather source assumption [baseline_primary_assumed_material_source],Gruppo Mastrotto [baseline_primary_inferred_after_review],Maison Fichet [baseline_primary],MGA Villeneuve St Lot [baseline_primary],1,1,2,3,T2 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,78,Ecran - Screen Display (COTS),"Display, liquid crystal, 17 pouces",electronics_cots,complete_direct,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=Thales > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | Total | Zijin Mining Group | BASF > T3=Aurubis | Ampco Metal France | thyssenkrupp Materials France | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Auberon Technologies | Innoptec | Plastiservice Charleroi > T1=Thales > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Aurubis [baseline_primary],Krohne [baseline_primary],Thales [baseline_primary_assumed_program_supplier],4,4,5,1,T4 alternates=3; T3 alternates=3; T2 alternates=4; validate qualification/capacity/share before stress-test activation
all,79,Accoudoir allée,Ertalon,polymer_plastic,complete_direct,T4=Mitsubishi Chemical | BASF | Bayer > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiservice Charleroi | Plastitek > T1=SUMPAR | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | MGA Villeneuve St Lot | JV Group > OEM=Safran Seats / Safran internal group,T4=Mitsubishi Chemical | BASF | Bayer > T3=Toray Industries | EXSTO / Baule-Exsto Polymere > T2=Krohne | DuPont de Nemours | Ensinger | Plastiservice Charleroi | Plastitek > T1=SUMPAR | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | MGA Villeneuve St Lot | JV Group > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Mitsubishi Chemical [baseline_primary],Toray Industries [baseline_primary],Ensinger [baseline_primary],SUMPAR [baseline_primary],3,2,5,6,T4 alternates=2; T3 alternates=1; T2 alternates=4; T1 alternates=5; validate qualification/capacity/share before stress-test activation
