severity,category,record_index,supplier_index,system,component,supplier_name,role_hint,location,normalized_location,country,lat,lon,geocode_provider,geocode_query,description,detail
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,19,"23,26",Ens. Palette optimisée,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,19,"24,27",Ens. Palette optimisée,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,20,,Ens. Tablette cocktail,A2017 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,20,,Ens. Tablette cocktail,A2017 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,20,,Ens. Tablette cocktail,A2017 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,20,,Ens. Tablette cocktail,A2017 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"6,15",Ens. Tablette cocktail,A2017 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"18,30",Ens. Tablette cocktail,A2017 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 30]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"20,29",Ens. Tablette cocktail,A2017 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"22,25",Ens. Tablette cocktail,A2017 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"23,26",Ens. Tablette cocktail,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,20,"24,27",Ens. Tablette cocktail,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,21,,Ens. Tablette repas,A2017 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,21,,Ens. Tablette repas,A2017 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,21,,Ens. Tablette repas,A2017 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,21,,Ens. Tablette repas,A2017 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"6,15",Ens. Tablette repas,A2017 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"18,30",Ens. Tablette repas,A2017 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 30]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"20,29",Ens. Tablette repas,A2017 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"22,25",Ens. Tablette repas,A2017 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"23,26",Ens. Tablette repas,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,21,"24,27",Ens. Tablette repas,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,22,,Ens. Têtière,A2017 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,22,,Ens. Têtière,A2017 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,22,,Ens. Têtière,A2017 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,22,,Ens. Têtière,A2017 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"6,15",Ens. Têtière,A2017 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"18,30",Ens. Têtière,A2017 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 30]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"20,29",Ens. Têtière,A2017 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"22,25",Ens. Têtière,A2017 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"23,26",Ens. Têtière,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,22,"24,27",Ens. Têtière,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,23,,Stowage assemblé avec porte,A2017 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,23,,Stowage assemblé avec porte,A2017 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,23,,Stowage assemblé avec porte,A2017 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,23,,Stowage assemblé avec porte,A2017 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"6,15",Stowage assemblé avec porte,A2017 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"18,30",Stowage assemblé avec porte,A2017 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 30]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"20,29",Stowage assemblé avec porte,A2017 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"22,25",Stowage assemblé avec porte,A2017 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"23,26",Stowage assemblé avec porte,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,23,"24,27",Stowage assemblé avec porte,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,24,,Support écran,A2017 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,24,,Support écran,A2017 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,24,,Support écran,A2017 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,24,,Support écran,A2017 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"6,15",Support écran,A2017 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"18,30",Support écran,A2017 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 30]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"20,29",Support écran,A2017 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"22,25",Support écran,A2017 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"23,26",Support écran,A2017 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [23, 26]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,24,"24,27",Support écran,A2017 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [24, 27]"
MEDIUM,RAW_MATERIALS_EMPTY,25,,Accoudoir allée,A2024 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,25,,Accoudoir allée,A2024 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,25,,Accoudoir allée,A2024 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,25,,Accoudoir allée,A2024 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"6,15",Accoudoir allée,A2024 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"18,29",Accoudoir allée,A2024 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"20,28",Accoudoir allée,A2024 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 28]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"21,24",Accoudoir allée,A2024 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [21, 24]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"22,25",Accoudoir allée,A2024 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,25,"23,26",Accoudoir allée,A2024 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [23, 26]"
MEDIUM,RAW_MATERIALS_EMPTY,26,,Ens. Tablette cocktail,A2024 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,26,,Ens. Tablette cocktail,A2024 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,26,,Ens. Tablette cocktail,A2024 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,26,,Ens. Tablette cocktail,A2024 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"6,15",Ens. Tablette cocktail,A2024 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"18,29",Ens. Tablette cocktail,A2024 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"20,28",Ens. Tablette cocktail,A2024 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 28]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"21,24",Ens. Tablette cocktail,A2024 - Aluminium,Jamco Niigata,tier1,Japan,Japan,,38.0218,139.4275,manual,"9-113 Shimizu, Tainai, Niigata 959-2600, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco niigata', 'tier1', 'Japan') at positions [21, 24]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"22,25",Ens. Tablette cocktail,A2024 - Aluminium,Jamco Miyazaki,tier1,Japan,Japan,,31.8961,131.3429,manual,"8136-7 Tanocho-Ko, Miyazaki 889-1701, Japan",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco miyazaki', 'tier1', 'Japan') at positions [22, 25]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,26,"23,26",Ens. Tablette cocktail,A2024 - Aluminium,Jamco Philippines (Clark),tier1,Philippines,Philippines,,15.1858,120.5615,manual,"Building N7000, Gil Puyat Ave, Clark Freeport Zone, Pampanga 2023, Philippines",Systèmes intérieurs avion — Tier 1,"duplicate supplier ('jamco philippines clark', 'tier1', 'Philippines') at positions [23, 26]"
MEDIUM,RAW_MATERIALS_EMPTY,27,,Ens. Tablette repas,A2024 - Aluminium,,,,,,,,,,,raw_materials list is empty
HIGH,MASS_INVALID,27,,Ens. Tablette repas,A2024 - Aluminium,,,,,,,,,,,"mass_kg should be positive, got 0.0"
MEDIUM,MARKET_SHARE_INVALID,27,,Ens. Tablette repas,A2024 - Aluminium,,,,,,,,,,,"market_share_pct should be a 0-100 number, got ''"
MEDIUM,MULTIPLE_PRIMARY_SUPPLIERS_PER_ROLE,27,,Ens. Tablette repas,A2024 - Aluminium,,,,,,,,,,,"role 'tier1' has 3 primary suppliers: ['MGA Villeneuve St Lot', 'GATTEFIN', 'SENIOR AEROSPACE']"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,27,"6,15",Ens. Tablette repas,A2024 - Aluminium,Thyssen group,tier3_first_transformation,France,France,,48.758488,1.925304,nominatim,"6, Avenue Gutenberg, Zones d'activités de Pariwest, Maurepas, Rambouillet, Yvelines, Île-de-France, France métropolitaine, 78310, France",Métallurgie — 1ère transformation,"duplicate supplier ('thyssen group', 'tier3_first_transformation', 'France') at positions [6, 15]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,27,"18,29",Ens. Tablette repas,A2024 - Aluminium,Figeac Aéro,tier1,France,France,,44.590773,2.0333182,cache:nominatim,"Figeac Aéro, France",Aéronautique — structures usinées (Tier 1),"duplicate supplier ('figeac aero', 'tier1', 'France') at positions [18, 29]"
MEDIUM,DUPLICATE_SUPPLIER_SAME_RECORD_ROLE,27,"20,28",Ens. Tablette repas,A2024 - Aluminium,GATTEFIN,tier1,France,France,,47.1426393,2.2372016,cache:nominatim,"GATTEFIN, France",Pièces métalliques — Tier 1,"duplicate supplier ('gattefin', 'tier1', 'France') at positions [20, 28]"
