Utilisateur;Type;Système;Composant;Fournisseur composant;Mode de transport du fournisseur direct;Compagnie de transport;1ére transformation avant réalisation;Risque de défaillance Frs 1ére transformation;Matière 1ére;Transport vers la 1ére transformation - Fonderie;Fournisseur matière 1ére;Transport de mine vers Raffinerie
Safran;Sous-ensemble;Coussin ottoman;kydex;"ESPACE (France)*
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)
Celso (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Stowage latéral;kydex;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Ensemble porte;kydex;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé Polymère (France)
Plastiform (France)
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Tablette cocktail;kydex;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé Polymère - Exsto (France)
Plastiforme (France)
Plastiservice (Belgique)
Jamco Corp (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Tablette repas;kydex;"GATTEFIN (France)*
Baulé - Exsto Polymère  (France)
Plastiforme (France)
Plastiservice (Belgique)
Jamco (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
Bayer (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;Stowage assemblé avec porte;kydex;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible surtout avec plan B associé;PVC et Acrylique;Train - Camion - Bateau;"Shandong Loyal Chemical Co., Ltd. (Chine)
ChimieChine - Chemchina (Chine)
Fin Projet (Chine)
Mexichem (Mexique)
BAYER (Allemagne)";Bateau, Pipeline
Safran;Sous-ensemble;lightning;lightning;"S.E.L.A (France)*
THALES (France)
Madelec Aero (France)
MGR FOAMTEX (Angleterre)
SCHOTT (Allemagne)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"E2IP --> Apriori monosource --> dangereux
SAFRAN (France) --> multinationale rang 1 des fabricants aéronautique, presence mondiale
Auger a démarcher mais orienté auto --> risque de peu d'intérêt pour avion….
Valeo a démarcher mais orienté auto --> risque de peu d'intérêt pour avion….";Multisourcing ;Diode (COTS);Bateau - Camion;"Diodes Incorporated (USA)
Infineon Technologies AG (Allemagne)
ROHM Co. Ltd (Japon)";Bateau
Safran;Sous-ensemble;Ens. Coque;NIDA - GLO (moulage par injection plastique);"STECO (France)* 
Baulé - Exsto Polymère (France)
Plastiform (France)
Plastitek (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Toray Industries, Inc. (Japon)
BAULE(France)";3 continents, 3 lignes de transports --> Faible mais plan B risqué;"Prepreg Cycom 2400 (60%)
NIDAFIC ECAR (20%)
Colle + film (20%)";Train - Camion - Bateau;"Mitsubischi chemical (Japon)
BASF (Allemagne)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ceinture de sécurité;nylon;"AM SAFE (USA)*
Schroth (USA-Floride et Allemagne, Distribué par Supraero - France)
J&C Aero (Lituanie)
Anjou Aéro (France)
";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
";Bateau, Pipeline
Safran;Sous-ensemble;Support clamps;nylon;"MGA (Villeneuve s/ Lot)*
Plastiservice (Belgique)
Ancra Aircraft (Californie - USA)
TA Aerospace (Californie - USA)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Stowage latéral;nylon;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Palette optimisée;nylon;"SUMPAR (France)*
Plastiservice (Belgique)
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ensemble porte;nylon;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Bumper version porte;Transport;"SUMPAR (France)*
segnere aero SAS (France)
MGA (Villeneuve s/ Lot)
SENIOR AEROSPACE (Thailand)
Baulé - Exsto polymère (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ens. Structure fixe;35NC6  (nickel-chrome);"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Lauak Group (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Altec Etirage (France)
Thyssen group (France)
Aubert&Duval (France)*
";3 continents, 3 modes de transport , 2 voies marintimes, 4 continents d'extraction (Afrique, Australie, Chine, Europe) --> Faible malgrés certaines tensions d'approvisionnement lié à l'expension de pays demandeurs (Chine / Inde);Acier;Train - Camion - Bateau;"Saarstahl (Allemagne)
Arcelor Mittal (Luxembourg)
Krupp (Allemagne)
China Baowu (Chine)
Tata steel (Inde)
Nucor Corp (USA)
Aubert&Duval (France)*";
Safran;Sous-ensemble;Ens. Tablette cocktail;nylon;"MGA (Villeneuve s/ Lot)*
Plastiservice (Belgique)
ACH (France)
Jamco Corp (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Tablette repas;nylon;"GATTEFIN (France)*
Plastiservice (Belgique)
MGA (Villeneuve s/ Lot)
ACH (France)
Jamco (Japon)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Ens. Têtière;nylon;"GATTEFIN (France)*
Plastiservice (Belgique)
MGA (Villeneuve s/ Lot)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports --> Faible;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
Total (France)";Bateau, Pipeline
Safran;Sous-ensemble;Stowage assemblé avec porte;nylon;"MGA (Villeneuve s/ Lot)*
GATTEFIN (France)
Plastiservice (Belgique)
ACH (France)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Profilage Nylon - 
Ensinger (Allemagne)
BASF (Allemagne)
DuPont de Nemours (Delaware - USA)
Arkema S.A (France)
Toray Industries, Inc. (Japon)
Vaisala (Finlande)
Siemens (Allemagne)
Ensinger (France)";3 continents, 3 lignes de transports ;Nylon 6 est un polymère synthétique dérivé de l'acide adipique --> polymère synthétique fabriqué à partir de produits pétrochimiques. Pétrole rafiné pour devenir du caprolactame et ensuite polymérisé pour devenir du nylon;Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)";Bateau, Pipeline
Safran;Sous-ensemble;Capot NFC;packaging;"ESPACE (France)*
BAULE -EXSTO
Plastiform (France)
Plastiservice (Belgique)";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Capot NFC;Transport;"ESPACE (France)*
Baulé - Exsto Polymère (France)
Plastiforme (France)
Plastiservice (Belgique)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Ceinture de sécurité;packaging;"AM SAFE (USA)*
Schroth (USA-Floride et Allemagne, Distribué par Supraero - France)
J&C Aero (Lituanie)
Anjou Aéro (France)
";Camion - Bateau;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;IFE;Ecran - 00-5136-51 Rev F Seat Power Box 4 (SPB4);Display, liquid crystal, 17 pouces;"SAFRAN (France)*
SONY (Japon)
Continental (Allemagne)";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Fourniture Cuivre:
Aurubis (Allemagne)
Zijin Mining Group (Chine)
Ampco Metal France (France)
Thyssen group (France)

Fourniture Cristaux liquides:
Auberon technologie (France)
Innoptec (France)
A Tech Supply APS (Danemark)";Multisourcing ;"Polyamide


Cuivre";Train - Camion - Bateau;"Mitsubischi chemical (Japon)
Krohne (Allemagne)
DuPont de Nemours (Delaware - USA)
Total (France)";Bateau, Pipeline
Safran;Sous-ensemble;Ceinture de sécurité;Transport;"AM SAFE (USA)*
Schroth (USA-Floride et Allemagne, Distribué par Supraero - France)
J&C Aero (Lituanie)
Anjou Aéro (France)
";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
Safran;Sous-ensemble;Commande actionnement ECU;packaging;"SAFRAN (France)*
LIEBHERR (Allemagne)*
THALES (France)*";Camion;"Interne entreprise
KUEHNE-NAGEL Road
GEODIS
DENJEAN Logistique
GONDRAND";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"Film célophane
Mousse polystyrène
Carton
Palette";Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
CEVA Logistics (France)

Fabrication matière 1ére célophane et mousse polystyrène
Ensinger (Allemagne)
BASF (Allemagne)
Bayer (Allemagne)";
Safran;Sous-ensemble;Commande actionnement ECU;Transport;"SAFRAN (France)*
LIEBHERR (Allemagne)*
THALES (France)*";Camion - Bateau;"Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";"Film célophane
RUBAFILM (France)
SURFILM PACKAGING (France)
SORETRAC (France)
Chips d'emballage
Storopack (France)
Butterfly Packaging (France)
Carton
Butterfly Packaging (France)
RAJA (France)
Transpack Group (France)
Palette européenne
Socarbois (France)
Palette.com (France)";Multisourcing ;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";Bateau - Camion;"CONTENAIRE
Kuehne-Nagel (Allemagne)
Combigo (France)
GEODIS (France)
XPO Logistic (USA)
CEVA Logistics (France)";
