scope,record_index,system,component,material_family,path_status,logical_path,mappable_path,present_roles,mappable_roles,missing_roles,unpositioned_roles,gap_action_classes,gap_count,primary_t4,primary_t3,primary_t2,primary_t1,all_t4_count,all_t3_count,all_t2_count,all_t1_count,all_switchability_note
all,26,Ens. Tablette cocktail,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
all,27,Ens. Tablette repas,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
all,28,Ens. Têtière,A2024 - Aluminium,aluminium,complete_direct,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=Combigo > T1=SUMPAR | Groupe Segnere / SEGNERE Ade | Figeac Aero | MGA Villeneuve St Lot | ETS Gattefin | JAMCO Aircraft Interiors - Niigata | JAMCO Aircraft Interiors - Miyazaki | JAMCO Philippines Inc. | Senior Aerospace Thailand > OEM=Safran Seats / Safran internal group,T4;T3;T2;T1;OEM,T4;T3;T2;T1;OEM,,,,0,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],Combigo [baseline_primary],SUMPAR [baseline_primary],3,5,1,9,T4 alternates=2; T3 alternates=4; T1 alternates=8; validate qualification/capacity/share before stress-test activation
all,29,Accoudoir allée,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,30,Bumper version porte,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,31,Ens. Stowage latéral,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,32,ens. equipements lateraux,"velours eu28: polyurethane flexible foam, with flame retardant eu28: pa6.6 fibres",textile_leather,valid_but_upstream_not_switchable,T4=MISSING > T3=Yamazaki Velvet Co. | Toray Industries > T2=Lelièvre Paris > T1=ESPACE | ETS Gattefin | Celso SAS > OEM=Safran Seats / Safran internal group,T4=MISSING/UNMAPPED > T3=Yamazaki Velvet Co. > T2=Lelièvre Paris > T1=ESPACE | ETS Gattefin | Celso SAS > OEM=Safran Seats / Safran internal group,T3;T2;T1;OEM,T3;T2;T1;OEM,T4,,accepted_upstream_family_unknown,1,,Toray Industries [baseline_primary],Lelièvre Paris [baseline_primary],ESPACE [baseline_primary],0,2,1,3,T3 alternates=1; T1 alternates=2; validate qualification/capacity/share before stress-test activation
all,33,Ens. Structure fauteuil,4140 (acier),steel,valid_with_internalized_process_bridge,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=MISSING > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR > OEM=Safran Seats / Safran internal group,T4=Saarstahl | ArcelorMittal | China Baowu / Baosteel | Tata Steel > T3=Krupp | thyssenkrupp Materials France | Aubert & Duval | Altec Etirage > T2=MISSING/UNMAPPED > T1=Senior Aerospace Thailand | MGA Villeneuve St Lot | Groupe LAUAK | SUMPAR > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Saarstahl [baseline_primary],Aubert & Duval [baseline_primary],,Senior Aerospace Thailand [baseline_primary],4,4,0,4,T4 alternates=3; T3 alternates=3; T1 alternates=3; validate qualification/capacity/share before stress-test activation
all,34,Habillage sous fauteuil,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,35,Manchette acc. Mobile,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,36,Manchette équipée,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,37,Renfort tubulaire,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,38,Stowage assemblé avec porte,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,39,Structure ottoman horizontale,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,40,Support écran,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
all,41,Support équipé,A5086 - Aluminium,aluminium,valid_with_internalized_process_bridge,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4=Alcoa | Hindalco Industries | Aluminium Corporation of China / Chalco > T3=Constellium | AMAG Austria Metall | thyssenkrupp Materials France | Euralliage Ile de France | Aluminium France > T2=MISSING/UNMAPPED > T1=ESPACE | Figeac Aero | ETS Gattefin | SUMPAR | Groupe Segnere / SEGNERE Ade | MGA Villeneuve St Lot | Senior Aerospace Thailand | L&P Aerospace | JV Group | Groupe LAUAK > OEM=Safran Seats / Safran internal group,T4;T3;T1;OEM,T4;T3;T1;OEM,T2,,accepted_internalized_process,1,Alcoa [baseline_primary],AMAG Austria Metall [baseline_primary],,ESPACE [baseline_primary],3,5,0,10,T4 alternates=2; T3 alternates=4; T1 alternates=9; validate qualification/capacity/share before stress-test activation
